	1639	1423	1280	1613	28901	1680	1351	139	2702	287	562	813	432308	2022747	70584
a4925cb8-4f9a-49e8-883b-0ef5557950cb									1.0						
43ebf8e6-961c-4dcd-a634-6f41e348c8db									1.0						
6e928010-5c2c-466c-af6d-7c3b6a8b3e9a									1.0						
c8e2c0ca-3d22-4b57-bbdc-3d9ed71d6635									1.0						
618fee05-842d-42fc-a544-8aeb01a8740e									1.0						
9e3d9050-0043-4d54-b7f6-39a964c5af09									1.0						
dd201364-768d-4d4a-be83-a52ee2c27dbd									1.0						
5d53d521-3b89-46d0-9520-0abb56874b41									1.0						
8de34597-b4c0-43e1-8cae-1eddac373631									1.0						
c0ee4692-426e-4ffd-a9b1-b34b0045e34e									1.0						
0a67b9a7-62a9-4e44-812b-b5be7dc3d797									1.0						
a21ae402-552e-435d-9cb4-fca7f4636275									1.0						
a455af10-9d92-43a9-bfbd-5a58573ea581									1.0						
03816cf8-c4cc-403f-bc09-35210b873d91									1.0						
f409f372-d12b-4f40-9f16-c0aeb90ef027									1.0						
ee5cc48a-2f21-44ac-ab6b-cd533c2b6b7c									1.0						
a00c816a-3411-49f1-a88c-ee811ce52eaf									1.0						
0391e142-69b6-4c2f-9fd5-d02da9927582									1.0						
997d0aa6-3fd5-4e75-9b51-e4a785f34ffe									1.0						
8f0da219-7d67-4846-b1f9-12cc0a1438e0									1.0						
54ac5847-b7c4-4109-a96a-88c0303ed7a0									1.0						
5a900635-25e9-4b06-b81e-35f7ce225a32									1.0						
126e95c7-682f-4ec7-8360-2e45e12d8c6f									1.0						
dda14a79-9916-4d8c-8bbc-f56683db1743									1.0						
10e06704-210b-4fd9-88ad-1617353a3778									1.0						
117d6a38-ff0f-4810-876d-f9712e44c9d4									1.0						
ff485735-9514-4ff9-b2c2-12c29ee46c7a									1.0						
af65eef2-8fa8-47cc-b24b-076c139ce3d9									1.0						
4acddd0d-2a63-4922-a0f0-bfe138758033									1.0						
0f830964-5ee5-4415-92a5-35ed9f0fc7e8									1.0						
683c2ca5-bdaf-4ef2-adc2-6a1a8e8408d4									1.0						
84b8a0b7-f3eb-43a6-a470-538224e935f4									1.0						
3596e40e-967b-49ca-a907-76d3a48bbfeb									1.0						
d8affdc8-dc6e-4c1b-91fa-cd1758ced52d									1.0						
e1df630d-c6db-42ca-9dac-c232142b035a									1.0						
91218031-9ba5-45fe-9fd5-26ede907c1d5									1.0						
428ec15a-0808-45d9-b8d2-d198d40bb73f									1.0						
29c24c00-33b9-48b0-940a-d4c60f0cb833									1.0						
2aa836ba-d3d8-4d49-ade3-322032606af6									1.0						
075caed8-3e0d-4414-b061-d6244a11c9cd									1.0						
0440b3f9-4c07-4a05-9e5b-88d81f4424b7									1.0						
ac861fbc-4c54-4b2f-b422-aaf49e1afc51									1.0						
fb1534eb-f669-4ed1-941d-ac9537a33704									1.0						
404cfce7-0fc4-4e77-b171-755e38f8743b									1.0						
37ed5267-0768-4a7a-b5e8-64839b1ae10a									1.0						
cc225491-e744-4c4f-af56-d26260a800e3									1.0						
94b5da98-f9dd-465e-babd-5290cce9fcf2									1.0						
ef18dd79-5ab8-41de-b179-6de2c0f27d6f									1.0						
da4016ed-53b7-4a56-9171-b0e9555a1356									1.0						
1a728494-a1a7-439c-9c65-1155341c019e										1.0					
8a2d330d-1cd9-4d7b-bc78-f5f993105a3a										1.0					
38529136-0dfc-4d6c-8a22-5ecb391a229b										1.0					
3eb62a1b-2e52-40f1-b8cd-474426e0ca7c										1.0					
98d64441-be22-4c37-b30d-7535e6c8ed82										1.0					
07fd032c-aea1-4aaa-a8d8-2a454f64eaf8										1.0					
eb106b5b-e12f-4700-b8f3-412a956c0a41										1.0					
abc99b03-931f-4ff3-80ed-e2b6d267778f										1.0					
c56e88fa-782f-423b-8cdc-907764f99b6e										1.0					
330e4711-7feb-44ad-848f-3f7a867c7856										1.0					
377033d3-da29-4476-a750-6237077b0972										1.0					
c5a33822-c87d-4267-ba42-861cfea8c7e9										1.0					
e26d8ae5-88ee-4ef6-882c-182977cadb2d										1.0					
7adbc157-36e4-4b63-944a-53c9e4874313										1.0					
924f58de-62bb-4000-bed3-17c0eebf3908										1.0					
e8b856ac-643f-4790-8206-d069cc6ecfc5										1.0					
6d7b6a9f-8f11-44fa-8015-69aa5519e838										1.0					
a58b6fd1-6503-417c-b987-c8a1bde7a362										1.0					
5ca8ae24-cd7d-4d8f-b49c-b3ed092ccd39										1.0					
325cbfe8-c4c0-4f40-a0d9-8ea99d55b65e										1.0					
247acb74-b4d7-4ef7-8a38-ef00c3abe68e										1.0					
8ef2b21c-9b0f-494b-9edf-18b46bcbd97e										1.0					
c7dffa58-99e5-4660-a003-d3c8696fc970										1.0					
30e0b88c-bd0c-4d40-bc75-f50b948b5394										1.0					
65f59cf7-f2d1-46ec-a59d-b0efccb439fd										1.0					
abe65af9-2c30-4c56-a637-95afb75433c4										1.0					
23000ed2-e0f5-47f4-84c0-0f71f3355ed0										1.0					
f7ad3185-3cba-4954-8944-181d8362bd80											1.0				
8279e820-4119-4efb-94e6-043d203e6c09											1.0				
524f1488-a978-4411-9a20-ded7ee12ac22											1.0				
fe5e99c6-68ab-42e0-b098-c7cdcb25fa34											1.0				
a545c836-accf-48c3-9df2-34c8f7d3b4d1											1.0				
64ca52fb-1f5c-483a-8d07-6c209681333c											1.0				
db3fe191-cb30-4e3c-adfa-ce19d279033c											1.0				
eea85db5-fb12-43b0-83eb-8d3b1ec0c4ee											1.0				
768a6ca3-f90b-42ff-89c7-bdfa5ecf6e33											1.0				
479298a2-5842-402a-ac5a-02446035df96											1.0				
aee42767-1d49-40a7-abd4-451b4e1e502e											1.0				
8d3f17a7-5aab-44f8-82e8-38328709f687											1.0				
2ff4a22d-adf1-4338-b7ec-351a6aa73fda											1.0				
0b28eb0d-a146-4ef8-9ab3-d3d91db4255f											1.0				
a6f14248-e0e7-49c2-a8b8-37b744a45e7b											1.0				
ccd65625-41cf-4104-b403-f28a7bda079d											1.0				
6ef3dfe7-b5a9-4189-9165-e98965206968											1.0				
2f0fd03b-b6c8-43fc-af32-9e27434bf160											1.0				
9a9cd1ab-7ec9-4c81-9bb0-fc207965639d											1.0				
590839db-4e4e-45e5-8cca-3b43e6a515bf											1.0				
d3142346-fc9c-4f7f-afd9-e4bead41a3cb											1.0				
0861a865-4602-4f45-a05f-72eaae03d2da											1.0				
9e599229-b6d7-47c0-9b1f-5a69377b0318											1.0				
b05427a8-c6d7-4d06-a578-fe8e8c2ffc80											1.0				
9030cd84-1502-415d-9f4a-51c644e6e5de											1.0				
b20ecea3-bd15-4feb-8b4b-28a69d9ce5f1											1.0				
f782f7a2-1213-46af-80be-0d36663e9cb1											1.0				
68070b83-5a07-4fb2-bcd5-fe95b2fef149											1.0				
a34226d0-c0cc-4bd6-a075-220311e09a3c											1.0				
2a42cad5-bd7a-4dcb-bb4a-afa5db4e89b3											1.0				
046ad2d8-28a6-4daa-bde1-f283280f382b											1.0				
4db4a7e1-21f6-45c1-84b1-4a121843eefb											1.0				
5e77db7e-976e-4d6d-bff7-8f2acf6e50eb											1.0				
eb0e2744-b887-4f99-bce5-7884d0f562f5											1.0				
a0bb71a5-0866-479f-9703-7765e9e4f8a9											1.0				
204f6f62-c703-4cf7-b846-bf4e029115f2											1.0				
4315eb57-5ded-4083-bb10-e66b946b772e											1.0				
cff08b4a-009b-4f34-8f8a-851069e9aead											1.0				
c237c23d-1502-478e-b8c5-429c42222a73											1.0				
77249e5d-617e-407e-b871-d1eac2c39c57											1.0				
166f52bd-68a8-4ab4-9bf3-f3af082b0780											1.0				
7f285ad2-3668-4da0-8702-ceed8374730e											1.0				
1da4ecc3-5ff2-4596-b45c-b6ff6ca601b1											1.0				
e470d43b-b6a5-4ea9-a74d-6545117b6e69											1.0				
dcaff857-76d6-4bdb-9668-4e1b74179df6											1.0				
15c9d450-e181-4ed6-865f-0f6eeb4d1609											1.0				
27fdaeec-f390-48b0-b4c9-76c6f6d82882											1.0				
2e38edf7-6ae5-4145-8a5d-f78c1df56b6a											1.0				
bd671fe9-d1c5-44f0-b88e-d039b7c8833f											1.0				
77d4373c-6b00-488e-81cf-bca470bbe22b											1.0				
4099acaf-790a-4c45-91c8-9264548719f9											1.0				
c41c642f-f2c2-49cd-bec2-30b47e33dc0d											1.0				
282fd98a-78d2-435f-a9bd-c46cdbc3285f											1.0				
25556ccd-bee8-40b9-bfcd-1c9aaffaa650												1.0			
894d2912-3629-42f7-a15b-aef16d433cdf												1.0			
5e575404-d757-4889-a79e-8f57bd8d74bc												1.0			
ae934022-5761-4821-9576-4d5a9b89881b												1.0			
66575231-64b0-4b13-aeaf-63ddef32cabd												1.0			
c4ffc696-d087-4e6e-8229-c85c1ebdb9eb												1.0			
f061c7de-40ad-4839-a6f7-c915c61e4ac8												1.0			
d4b85a2c-c664-426c-8ec7-e4559b38182e												1.0			
412fbd64-0cf6-4c46-951a-64ad931daac5												1.0			
b2d5d6fa-6d58-4287-88fd-2418b433bea1												1.0			
3b288f0b-a840-4448-b732-f4b21a062769												1.0			
baf6042d-4f0e-4bb6-921e-a42f81e36488												1.0			
3a2ed854-302f-4ca6-9569-73edb2c15ece												1.0			
11280ce0-f518-4a32-8fbc-f7c5b0b9aca7												1.0			
abb5cff8-1b99-44ae-8b3f-289d6de42a5c												1.0			
97434009-a67c-41fa-ac1a-4cc0fbeded47												1.0			
35f01bc7-1a2c-4fd5-99a9-416c7d65eabf													1.0		
db71b8cd-0a98-469b-a1b3-29268c4c20c3													1.0		
e9ac3b7d-df9d-4987-ba3b-f99c09275ece													1.0		
a92739bb-0362-442a-9024-4b097d9961c5													1.0		
1a1625f8-5caa-4604-8c81-27688bead22b													1.0		
9cf3c3ec-738b-4bc6-a166-e77fcb818924													1.0		
e4cb0d16-349f-47e9-b03e-1e6468469440													1.0		
207c62e1-9da9-4278-ab0c-db6c9d0b6df5													1.0		
8da35726-aa09-4bb3-a4c3-727a66e15a3b													1.0		
84a0bd0e-6d71-4707-9685-9a8008e291fa													1.0		
5188c8fc-1023-4daf-b8ef-b080b054e5e7													1.0		
86c97313-ade0-4b29-a6b1-58d7c0d5bfc7													1.0		
bcdba668-1acd-46e7-90ab-e26fb885bd08													1.0		
d6811992-1de6-4cd7-b882-e3df665d7c29													1.0		
94815483-9edd-4afc-b573-71e5807fae43													1.0		
2675fb56-cb71-4e54-9286-68a940b3624a													1.0		
6d322c0f-ce9d-4b78-b0f2-53dab8ed371d													1.0		
57a5765a-a961-4dee-8339-7ad1a111b7d8													1.0		
c0c6254b-a680-48d1-8d98-1258fc829bac													1.0		
d427205c-0b13-4790-9bef-f65c58c36a8a													1.0		
94f37646-b6e7-4e6a-bf24-fb114265775d													1.0		
916bacb7-faa7-4ed6-9ec7-c5dcba664e61													1.0		
65a13fa1-6f33-45cc-985c-58c833ec9f31													1.0		
118f479c-ebf9-434e-a0e7-6d9c57b5e2c4													1.0		
b5b6d2e4-69d8-41bf-96f7-d2df5ed80f4d													1.0		
2d6afaea-d460-482f-b7c1-2795412aacc6													1.0		
4f0ccffe-8def-4949-baac-3eef351b6958													1.0		
886864c8-580c-4361-95d0-603325931d2e													1.0		
9df0a248-6a6d-4a17-8619-e0181fcef159														1.0	
e545ed2e-1dcb-4123-bbed-b64caa6d94a3														1.0	
eb3a753f-07a0-4494-a19b-981d234c2fe7														1.0	
b4b66539-b094-4d3e-aaa8-0836ebcfa796														1.0	
48674f45-9469-4f77-a554-e0609b892b30														1.0	
2903183a-74d0-448d-93b4-a55c963280ba														1.0	
34178578-0066-4bc9-b54f-7d7c1d8b1148														1.0	
0764005e-69be-43f0-8dda-827e9c384aba														1.0	
127ead76-e607-4607-9b94-f3a9574869aa														1.0	
0e6fed62-8c78-4408-8717-3e71dbf74cf9														1.0	
1f07b31a-6e01-4375-862a-94f1a40a7e19														1.0	
4eb80702-e578-4413-a145-020dc1460ea4															1.0
f786dd56-436c-4444-a240-e4d1a52970f9															1.0
9c63b015-9dbe-47cd-9cc5-fa3b0e8e6341															1.0
7f2b1337-cafe-47b2-b942-ea4c2db6eebe															1.0
e72099b0-5c08-4117-837f-e15c9036ce4c															1.0
117d0800-8ec9-4e1b-a3ae-d2e1c2e32590															1.0
aec00191-dded-4661-836e-4cdbeb4e804b															1.0
94117a53-d30f-43c4-934d-f593d7002a01															1.0
821fe7b6-6f3e-49f3-9c58-b5d677c683fe															1.0
b45f4a33-1acf-4fa3-9e3e-153aea3882f5															1.0
1ea754c2-cb6c-49e5-9291-c8f48e468a05															1.0
00afea5a-cfd7-4bdd-8aa5-48e521ea190b															1.0
c0168509-f778-42b6-9709-9347d3eba9f0															1.0
